2018 SOC Code,2018 SOC Direct Match Title
55-1015,Aoc Operations - Naval And Amphibious Liaison Element Afloat Planning Liaison
55-1015,Aoc Operations - Naval And Amphibious Liaison Element Member
55-1015,Aoc Operations - Offensive Operations Officer
55-1015,Aoc Operations - Special Operations Chief
55-1015,Aoc Operations - Special Operations Officer
55-1015,Aoc Operations - Time Sensitive / Critical Targeting Officer
55-1015,Aoc Operations - Time Sensitive / Critical Targeting Officer Chief
55-1015,Aoc Plans - Air Task Order / Air Control Order Production Officer
55-1015,Aoc Plans - Guidance Apportionment And Targeting Officer
55-1015,Aoc Plans - Guidance Apportionment And Targeting Officer Chief
55-1015,Aoc Plans - Intelligence Officer
55-1015,Aoc Plans - Intelligence Officer Chief
55-1015,Aoc Plans - Master Air Attack Planning Assistant Chief
55-1015,Aoc Plans - Master Air Attack Planning Chief
55-1015,Aoc Plans - Master Air Attack Planning Officer
55-1015,Aoc Strategy Plans And Operational Assessment Officer
55-1015,Aoc Strategy Plans And Operational Assessment Officer Chief
55-1015,C4 Planner
55-1015,Carrier Airborne Combat Information Center Officer
55-1015,Combat Control Officer
55-1015,Combat Information Center Officer
55-1015,Combat Systems Officer
55-1015,Command And Control
55-1015,Command And Control Officer
55-1015,Command And Control Systems Integrator
55-1015,"Command, Control, Communications, Computers And Intelligence (C4i) Officer"
55-1015,Force Deployment Planning And Execution Officer
55-1015,Forward Air Controller/Air Officer
55-1015,Information Management Officer
55-1015,Joint Terminal Attack Controller Officer
55-1015,Marine Air Ground Task Force (Magtf) Planners
55-1015,Naval Tactical Data System--Combat Information Center Officer
55-1015,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller"
55-1015,"Naval Tactical Data System--Combat Information Center Watch Officer, General"
55-1015,Offshore Control And Surveillance System Officer
55-1015,Operations Control Center Briefing Officer
55-1015,"Operations Officer, Afloat (Naval Tactical Data Systems)"
55-1015,Relocatable Over-The-Horizon Radar Watch Officer
55-1015,Senior Air Director (Sad)
55-1015,Staff Combat Information Center Officer
55-1015,Staff Command And Control Officer
55-1015,Staff Electronic Warfare Officer
55-1015,Staff Operations Command Center Watch Officer
55-1015,Staff Readiness Officer (Combat Information Center)
55-1015,Surveillance Sensor Officer
55-1016,Infantry Weapons Officer
55-1017,Advanced Seal Delivery System
55-1017,Combatant Diver Officer
55-1017,Combatant Diver Qualified (Officer)
55-1017,"Commanding Officer, Special Warfare Team"
55-1017,"Control And Recovery, Combat Rescue"
55-1017,"Control And Recovery, Special Tactics"
55-1017,"Executive Officer, Special Warfare Team"
55-1017,Parachute/Combatant Diver Officer
55-1017,Parachutist/Combatant Diver Qualified (Officer)
55-1017,Sea-Air-Land Officer
55-1017,Seal Delivery Vehicle Officer
55-1017,Special Forces Warrant Officer
55-1017,Special Weapons Unit Officer
55-1019,Advanced Foreign Counterintelligence Officer (Afco)
55-1019,Advanced Military Source Operations Officer (Amsoo)
55-1019,Air Antisubmarine Officer
55-1019,Air Boatswain
55-1019,Air Intelligence Officer
55-1019,All Source Intelligence
55-1019,All Source Intelligence Technician
55-1019,Amphibious Operations Officer
55-1019,Antisubmarine Warfare Intelligence Officer
55-1019,Antisubmarine Weapons Officer
55-1019,Area Intelligence Technician
55-1019,Aviation All-Source Intelligence
55-1019,Aviation Ordnance Officer
55-1019,Aviation Tactical Readiness Officer
55-1019,Chemical Munitions And Materiel Management
55-1019,Chemical Operations And Training
55-1019,"Chemical, Biological, Radiological, And Nuclear (CBRN) Officer"
55-1019,Coastal/Harbor Defense Officer
55-1019,Communications Interceptor/Locator Technician
55-1019,Counter Intelligence
55-1019,Counterintelligence (Ci)/Human Source Intelligence (Humint) Officer
55-1019,Counterintelligence Officer/Human Source Intelligence (Ci/Humint) Officer
55-1019,Counterintelligence Officer/Human Source Intelligence (Ci/Humint) Operations Officer
55-1019,Counter-Intelligence Technician
55-1019,Cryptologic Digital Network Technician/Analyst (Officer)
55-1019,Electronic Intelligence Officer
55-1019,Electronic Warfare Officer
55-1019,Electronic Warfare Technician
55-1019,Emanations Analysis Technician
55-1019,Emitter Location/Identification Technician
55-1019,Geographic Area Intelligence Officer
55-1019,Ground Intelligence Officer
55-1019,Gunnery/Ordnance Officer
55-1019,Human Intelligence
55-1019,Human Intelligence Collection Technician
55-1019,Imagery Intelligence
55-1019,Inshore Undersea Warfare Officer
55-1019,Intelligence
55-1019,Intelligence Officer
55-1019,"Intelligence Officer, Basic"
55-1019,Intelligence Support Officer
55-1019,"Intelligence, Applications"
55-1019,"Intelligence, Mapping, Charting, And Geodesy"
55-1019,"Intelligence, Operations"
55-1019,Joint Strategic Plans And Policy Officer
55-1019,Marine Air/Ground Task Force (Magtf) Intelligence Officer
55-1019,Military Source Operations Officer (Msoo)
55-1019,Minesweeping Officer
55-1019,Mission Commander
55-1019,Multisensor Intelligence Officer
55-1019,Naval Gunfire Liaison Officer
55-1019,Navy Airspace Officer
55-1019,Non-Morse Intercept Technician
55-1019,"Officer In Charge, Aviation Unit Or Detachment"
55-1019,"Officer In Charge/Assistant Officer In Charge, Combat Service Support Team"
55-1019,Operational Intelligence Officer (Analyst)
55-1019,Operational Intelligence Officer (General)
55-1019,Operational Intelligence Officer (Management)
55-1019,Parachute Officer
55-1019,Parachutist (Officer)
55-1019,Photographic Intelligence Officer
55-1019,Psychological Operations
55-1019,Psychological Operations Officer
55-1019,Psychological Operations Or Civil Affairs
55-1019,Senior All-Source Intelligence Analysis Officer
55-1019,Ship's Electronic Warfare Officer
55-1019,Signal Intelligence/Electronic Warfare
55-1019,Signal Intelligence/Ground Electronic Warfare Officer
55-1019,Signals Collection Technician
55-1019,Signals Intelligence  Analysis Technician
55-1019,Signals Intelligence/Electronics Warfare Officer
55-1019,Space And Missile Operations
55-1019,"Space And Missile Operations, Missile Combat Crew"
55-1019,"Space And Missile Operations, Satellite Command And Control"
55-1019,"Space And Missile Operations, Space Surveillance"
55-1019,"Space And Missile Operations, Space Warning"
55-1019,"Space And Missile Operations, Spacelift"
55-1019,"Space And Missile Operations, Tactical Airlift"
55-1019,Space Operations
55-1019,Special Technical Operations Officer
55-1019,Staff Air Defense Officer
55-1019,Staff Air Tactical Officer
55-1019,Staff Antisubmarine Officer
55-1019,Staff Mine Warfare Officer
55-1019,Staff Nuclear Weapons Officer
55-1019,Staff Readiness Officer (Amphibious Warfare)
55-1019,Staff Readiness Officer (Antisubmarine Warfare)
55-1019,Staff Readiness Officer (Electronic Warfare)
55-1019,Staff Readiness Officer (Submarine Warfare)
55-1019,Staff Submarine Warfare Officer
55-1019,Staff Weapons Officer
55-1019,Strategic Debriefing Officer (Sdo)
55-1019,Strategic Intelligence Officer
55-1019,Strike Operations Officer
55-1019,Submarine Advisory Team Watch Officer
55-1019,Submarine Element Coordinator
55-1019,Tactical Debriefer (Td) Officer
55-1019,Tactical Deception Plans Officer
55-1019,Tactical Intelligence Officer
55-1019,Tactical Unmanned Aerial Vehicle (Tuav) Operations Technician
55-1019,Target Aircraft Controller
55-1019,Technical Surveillance Countermeasures Trained Counterintelligence/Human Source Intelligence Officer
55-1019,Traffic Analysis Technician
55-1019,Unmanned Aerial Vehicle (Tuav) Operations Technician
55-1019,Vertical Takeoff Unmanned Aerial Vehicle Officer
55-1019,Voice Intercept Technician
55-1019,Weapons
55-1019,Weapons And Tactics Instructor-Air Control
55-2011,Airborne Mission Systems Superintendent
55-2011,Airborne Operations Manager
55-2011,Airborne Operations Superintendent
55-2011,Aircraft Loadmaster Superintendent
55-2011,C-40a Crew Chief
55-2011,Flight Engineer Manager
55-2011,In-Flight Refueling Manager
55-2012,"Aerial Gunner, Superintendent"
55-2012,Air Defense Artillery Senior Sergeant
55-2012,Airborne Weapons Technical Manager
55-2012,Armament Weapons Support Equipment (Aswe) Maintenance Manager
55-2012,Armor Senior Sergeant
55-2012,Field Artillery Senior Sergeant
55-2012,Infantry Unit Leader
55-2012,Over The Horizon-Targeting (Oth-T) Supervisor
55-2013,Aerospace Control And Warning Systems Superintendent
55-2013,Afloat Cryptologic Manager
55-2013,Air Operations Manager
55-2013,Aviation Resource Management Superintendent
55-2013,Chief Counterintelligence/Human Intelligence Sergeant
55-2013,Combat Control Manager
55-2013,Command Post Superintendent
55-2013,Communication Signals Intelligence  Superintendent
55-2013,"Counterintelligence/Human Intelligence, Senior Sergeant"
55-2013,Cryptologic Supervisor
55-2013,Electronic Signals Intelligence Exploitation Manager
55-2013,Electronic Systems Security Assessment Superintendent
55-2013,Infantry Senior Sergeant
55-2013,Intelligence Chief
55-2013,Intelligence Manager
55-2013,Intelligence Senior Sergeant
55-2013,Intelligence Senior Sergeant/Chief Intelligence Sergeant
55-2013,Interface Control Officer (Ico)
55-2013,Network Intelligence Analyst Superintendent
55-2013,Operational Communication Chief
55-2013,Operations Intelligence Superintendent
55-2013,Senior Enlisted Damage Control Program Management And Training Specialist
55-2013,Senior Naval Parachutist
55-2013,Signals Intelligence  Superintendent
55-2013,Signals Intelligence (Electronic Warfare) Senior Sergeant/Chief
55-2013,Signals Intelligence (Sigint) Senior Sergeant/Sigint Chief
55-2013,Signals Intelligence Analysis Manager
55-2013,Signals Intelligence/Electronic Warfare Chief
55-2013,Space Systems Operations Manager
55-2013,Space Systems Operations Superintendent
55-2013,Special Forces Senior Sergeant
55-2013,Supervisory Air Intercept Controller
55-2013,Surface Ship USW Supervisor
55-2013,Tactical Air Control Party (Tacp) Manager
55-2013,Tactical/Mobile (Tacmobile) Watch Officer
55-3011,Acoustic Sensor Operator
55-3011,Aerial Gunner
55-3011,Airborne And Air Delivery Specialist
55-3011,"Airborne Battle Management Systems, Weapons Director"
55-3011,Airborne Mine Countermeasures (Amcm) Aircrewman
55-3011,Airborne Mission Systems
55-3011,Airborne Missions Systems
55-3011,Airborne Operations
55-3011,Airborne Radio Operator/In-Flight Refueling Observer/Loadmaster
55-3011,Airman
55-3011,Aviation Antisubmarine Warfare Technician
55-3011,Aviation Electronic Warfare Operator
55-3011,Aviation Warfare Systems Operator (Acoustic)
55-3011,Aviation Warfare Systems Operator (Helicopter)
55-3011,Aviation Warfare Systems Operator (Non-Acoustic)
55-3011,Communications Operator
55-3011,Crew Chief
55-3011,Cryptologic Technician Operator/Analyst
55-3011,Electronic Warfare Operational Intelligence Crewman
55-3011,Electronic Warfare Operator
55-3011,Enlisted Aircrew/Aerial Observer/Gunner
55-3011,Fixed-Wing Aircraft Crew Chief
55-3011,Fixed-Wing Aircraft Flight Engineer
55-3011,Fixed-Wing Aircraft Flight Mechanic
55-3011,Flight Communications Operator
55-3011,Flight Crew Ordnanceman
55-3011,Flight Engineer
55-3011,"Flight Engineer, Helicopter"
55-3011,"Flight Engineer, Performance Qualified"
55-3011,Helicopter Crew Chief
55-3011,Helicopter Search And Rescue Aircrew Swimmer
55-3011,Helicopter Specialist
55-3011,Helicopter Utility Aircrewman
55-3011,In-Flight Refueling Craftsman
55-3011,In-Flight Technician
55-3011,Multi-Mission Helicopter Aircrewman
55-3011,Naval Aircrewman
55-3011,Naval Aircrewman (Special Assignment)
55-3011,Naval Aircrewman Avionics
55-3011,Naval Aircrewman Helicopter
55-3011,Naval Aircrewman Mechanical
55-3011,Naval Aircrewman Operator
55-3011,Naval Aircrewman Tactical Helicopter
55-3011,Non-Acoustic Operator
55-3011,Presidential Helicopter Crew Chief
55-3011,Reel System Operator
55-3011,Tiltrotor Crew Chief
55-3011,Transport Aircrewman
55-3011,Utility Aircrewman
55-3011,Vertical Takeoff Unmanned Aerial Vehicle Specialist
55-3011,Weapons And Tactics Instructor
55-3012,Aircraft Launch And Recovery Equipment Maintenance Technician
55-3012,Arresting Gear Operator
55-3012,Aviation Boatswain's Mate
55-3012,"Aviation Boatswain's Mate, Launching & Recovery Equipment"
55-3012,C-13 Catapult Operator
55-3012,Expeditionary Airfield Systems Technician
55-3013,Armor Reconnaissance Vehicle Crewman
55-3013,Armor Reconnaissance Vehicle Driver
55-3013,Assault Amphibious Vehicle (Aav) Crewman
55-3013,Assault Boat Coxswain
55-3013,Bradley Linebacker Crewmember
55-3013,Cavalry Scout
55-3013,Expeditionary Fighting Vehicle  (Efv) Crewman
55-3013,Lav Crewman
55-3013,Lcac Operator
55-3013,M1 Armor Crewman
55-3013,M1A1 Tank Crewman
55-3013,M48/M60 Tank Driver
55-3013,M48-M60 Armor Crewman
55-3013,M60a2 Armor Crewman
55-3013,Xm1 Tank Driver
55-3014,Advanced Tomahawk Weapon Control System (Atwcs) An/Swg-4 Operator And Maintenance Technician
55-3014,Air And Missile Defense (AMD) Crewmember
55-3014,Anti-Tank Missileman
55-3014,Artillery Meteorological Man
55-3014,Atwcs Launch Control Group Replacement (Lcgr) Operation And Maintenance Technician
55-3014,Cannon Crewmember
55-3014,Cannon Fire Direction Specialist
55-3014,Field Artillery Automated Tactical Data System Specialist
55-3014,Field Artillery Basic
55-3014,Field Artillery Cannoneer
55-3014,Field Artillery Fire Control Man
55-3014,Field Artillery Operations Man
55-3014,Fire Control Technician B (Ballistic Missile Fire Control)
55-3014,Fire Control Technician G (Gunfire Control)
55-3014,Fire Controlman
55-3014,Fire Support Man
55-3014,Fire Support Specialist
55-3014,Gcs Mk 160 Mod 4 Fire Control Technician
55-3014,Guided Missile Launching System Maintenance Technician
55-3014,Guided Missile Launching System Technician
55-3014,Gunner's Mate
55-3014,Gunner's Mate G (Guns)
55-3014,Gunner's Mate M (Missiles)
55-3014,Gwot Support Assignment-Counter Rocket Artillery And Mortar (C-Ram)
55-3014,Harpoon (An/Swg-1a) Engagement Planning Operator
55-3014,Hawk Missile System Crewmember
55-3014,High Mobility Artillery Rocket System (Himars) Operator
55-3014,Honest John Rocket Crew Member
55-3014,In-Tube Conversion Technician
55-3014,Lance Crewmember
55-3014,Lance Crewmember/Mlrs Sergeant
55-3014,Low Altitude Air Defense (Laad) Gunner
55-3014,Man Portable Air Defense System Crewmember (Rc)
55-3014,Master Fire Control Technician
55-3014,Missile And Missile Checkout Technician
55-3014,Missile Technician
55-3014,Multiple Launch Rocket System (Mlrs) Crewmember
55-3014,Multiple Launch Rocket System (Mlrs) Operations/Fire Direction Specialist
55-3014,Multiple Launch Rocket System (Mlrs)/High Mobility Artillery Rocket System (Himars) Crewmember
55-3014,Nuclear Weapons Specialist
55-3014,Patriot Fire Control Enhanced Operator/Maintainer
55-3014,Patriot Launching Station Enhanced Operator/Maintainer
55-3014,Pershing Missile Crewmember
55-3014,Sergeant Missile Crewman
55-3014,Space And Missile Defense Operations
55-3014,Ssn/Ssbn Weapons Equipment Operator
55-3014,Stinger Anti-Terrorist Weapon (Atw) Operator Maintenanceman
55-3014,Submarine Vertical Launch System Tube Maintenance Technician
55-3014,Tactical Automated Fire Control Systems Specialist
55-3014,Tomahawk Weapon System (Surface) Operator
55-3014,Torpedoman's Mate
55-3014,Vertical Launching System (Vls) Advanced Technician
55-3014,Warhead Maintenance Specialist
55-3015,Acds Block 1 Operator
55-3015,Aegis Console Operator Track 3
55-3015,Aegis Operations Specialist
55-3015,Aerospace Control And Warning Systems
55-3015,"Aerospace Control And Warning Systems, Manuel Systems"
55-3015,"Aerospace Control And Warning Systems, Sector Operations Control Center"
55-3015,"Aerospace Control And Warning Systems, Theater Air Control System"
55-3015,"Aerospace Control And Warning Systems, Weapons Director"
55-3015,Air Control Electronics Operator
55-3015,"Air Defense Command, Control, Communications, Computers And Intelligence Tactical Operations Center Enhanced Operator/Maintainer"
55-3015,An/Ssn-2 (V) 4 Operator
55-3015,An/Syq-13 Nav/C2 Operator
55-3015,An/Tsq-73 Air Defense Artillery Command And Control System Operator/Maintainer
55-3015,Asw/Asuw Tactical Air Control (Astac) Leadership
55-3015,Asw/Asuw Tactical Air Controller (Astac)
55-3015,C2 Tactical Analysis Technician
55-3015,Combat Control  Specialist
55-3015,Command Post Craftsman
55-3015,Cryptologic Support Specialist
55-3015,Direct Support (Dirsup)/Ships Signals Exploitation Equipment Operator
55-3015,Electronic Systems Security Assessment
55-3015,Electronic Warfare Technician (Advanced Application)
55-3015,Global Command And Control System Common Operational Picture/Maritime (Gccs Cop/M) Operator
55-3015,Global Command And Control System Common Operational Picture/Maritime 4.X (Gccs Cop/M 4.X) Operator
55-3015,Ground Surveillance Systems Operator
55-3015,Joint Tactical Ground Station (Jtags)/Multi-Mission Mobile Processor (M3p) System Operator/Maintainer
55-3015,Joint Terminal Attack Controller (Jtac)
55-3015,Joint Terminal Attack Controller Instructor (Jtac-I)
55-3015,Joint Terminal Attack Controller Specialist
55-3015,Lamps Mk Iii Air Tactical Control Operator
55-3015,Marine Air Ground Task Force (Magtf) Planning Specialist
55-3015,National Opelint Analyst
55-3015,Navy Command And Control System (Nccs) Ashore System/Operator
55-3015,Operations Specialist
55-3015,Operations Specialists
55-3015,Sensor Operator
55-3015,Ship Self Defense System (Ssds) Mk1 Operator
55-3015,Ssn/Ssbn Assistant Navigator
55-3015,Strike Planning Applications
55-3015,Tactical Air Control Party
55-3015,Tactical Air Defense Controller
55-3015,Telemetry Collection And Analysis Technician
55-3016,Expeditionary Force - Combat Skills
55-3016,Fighting Vehicle Infantryman
55-3016,"Gwot Ia/Ilo Multi-National Force, Not Deployed"
55-3016,Gwot Support Assignment-Basic Combat Unit Member
55-3016,Heavy Antiarmor Weapons Infantryman
55-3016,Indirect Fire Infantryman
55-3016,Individual Gwot Ia/Ilo Multi-National Force
55-3016,Infantry Assaultman
55-3016,Infantryman
55-3016,Machine Gunner
55-3016,Mortarman
55-3016,Rifleman
55-3016,Scout Sniper
55-3016,Scout-Sniper
55-3018,Advance Seal Delivery System Maintainer
55-3018,Basic Combatant Swimmer
55-3018,Combatant Swimmer (SEAL)
55-3018,Joint Special Operations
55-3018,Master Naval Parachutist
55-3018,Naval Special Warfare Medic
55-3018,Parachutist
55-3018,Pararescue Craftsman
55-3018,Pararescue Manager
55-3018,Reconnaissance Man
55-3018,"Reconnaissance Man, Combatant Diver Qualified"
